,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,vehicle_age
321,142,30,IN,250/500,2000,1616.58,0,MALE,JD,adm-clerical,polo,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,13,3,YES,0,3,YES,63600,6360,12720,44520,Dodge,RAM,0,8
322,266,44,IL,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,movies,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,4,1,NO,1,2,YES,32800,3280,3280,26240,BMW,3 Series,0,6
323,350,50,OH,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,14,3,NO,0,2,NO,44190,9820,4910,29460,Audi,A3,0,3
324,97,26,IL,250/500,1000,1252.08,0,MALE,College,exec-managerial,sleeping,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,CRV,1,18
325,399,55,IL,500/1000,2000,995.56,0,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,23,3,YES,1,1,YES,88400,17680,8840,61880,Nissan,Pathfinder,0,8
326,305,49,IL,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,21,3,YES,0,2,NO,66550,12100,6050,48400,Volkswagen,Jetta,0,15
327,276,47,IN,100/300,1000,1724.09,0,MALE,PhD,craft-repair,yachting,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,NO,65780,5980,11960,47840,Chevrolet,Tahoe,0,4
328,257,40,IN,250/500,500,1379.93,0,MALE,MD,armed-forces,base-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6,3,NO,0,2,YES,51810,9420,4710,37680,Audi,A3,1,16
329,78,31,IN,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,board-games,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,21,1,NO,1,0,NO,55660,5060,10120,40480,Honda,CRV,1,9
330,129,28,OH,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,NO,2,3,NO,44640,9920,4960,29760,Toyota,Camry,0,13
331,283,46,IL,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,reading,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,3,3,NO,1,3,NO,77660,7060,14120,56480,Nissan,Maxima,1,14
332,85,25,IN,250/500,500,1259.02,0,FEMALE,JD,tech-support,base-jumping,unmarried,67000,-53600,Parked Car,Rear Collision,Trivial Damage,None,SC,Northbend,8,1,NO,2,2,NO,5640,940,940,3760,Nissan,Ultima,0,13
333,101,26,IL,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,reading,husband,0,0,Parked Car,Rear Collision,Trivial Damage,None,VA,Arlington,4,1,NO,2,2,NO,3190,580,580,2030,Suburu,Legacy,0,23
334,96,30,OH,100/300,500,1399.27,6000000,MALE,College,prof-specialty,hiking,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,22,1,NO,0,0,YES,53440,0,6680,46760,Ford,Escape,0,14
335,121,31,IL,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,3 Series,0,16
336,176,39,OH,250/500,500,1365.46,4000000,MALE,College,armed-forces,sleeping,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,Silverado,0,10
337,159,37,IL,500/1000,1000,894.4,0,MALE,Associate,tech-support,camping,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,13,1,YES,2,0,NO,70290,7810,7810,54670,Dodge,RAM,0,19
338,120,30,IN,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,20,1,NO,1,1,YES,87100,8710,8710,69680,Saab,92x,0,18
339,212,35,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,0,3,NO,1,3,NO,50380,4580,4580,41220,Suburu,Forrestor,0,22
340,290,45,IL,100/300,500,1085.03,0,FEMALE,JD,sales,cross-fit,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,NO,64800,12960,6480,45360,Audi,A3,1,4
341,299,42,OH,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,movies,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,13,1,YES,1,3,NO,70400,12800,12800,44800,BMW,3 Series,0,18
342,66,26,IL,250/500,1000,988.29,0,MALE,College,armed-forces,skydiving,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8,1,NO,2,2,YES,57860,0,10520,47340,Suburu,Impreza,1,10
343,334,47,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,sleeping,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,None,WV,Northbend,3,1,NO,0,3,NO,6240,960,960,4320,Ford,Fusion,0,7
344,216,38,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,board-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,16,1,NO,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,1,6
345,86,28,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,hiking,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,19,1,YES,0,2,YES,70920,11820,11820,47280,Jeep,Wrangler,0,16
346,429,56,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,skydiving,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,0,1,YES,2,0,YES,39480,6580,6580,26320,Suburu,Forrestor,0,16
347,257,43,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,12,1,NO,2,2,YES,63240,10540,5270,47430,Mercedes,E400,0,13
348,15,34,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,21,3,YES,1,0,NO,67650,12300,6150,49200,Audi,A5,0,9
349,230,39,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,bungie-jumping,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,0,1,NO,1,3,NO,74200,14840,14840,44520,Accura,TL,1,16
350,250,43,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,polo,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,22,1,YES,1,3,NO,64900,12980,12980,38940,Volkswagen,Jetta,0,7
351,270,44,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,20,3,NO,1,0,NO,35900,7180,3590,25130,Audi,A3,1,11
352,65,26,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,camping,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,0,1,NO,1,3,NO,52200,5220,10440,36540,Honda,CRV,0,7
353,475,57,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,20,1,NO,0,2,NO,78000,6500,13000,58500,Suburu,Forrestor,0,18
354,77,27,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,1,3,YES,0,0,NO,67200,6720,6720,53760,Volkswagen,Passat,0,23
355,256,43,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,golf,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,11,1,NO,0,0,NO,63250,11500,5750,46000,Nissan,Ultima,0,21
356,229,37,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,14,3,YES,1,1,YES,68760,11460,5730,51570,Ford,Fusion,0,23
357,110,28,OH,250/500,1000,1573.93,0,MALE,College,other-service,movies,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,20,3,YES,0,2,NO,65040,10840,10840,43360,Suburu,Impreza,0,8
358,177,33,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,yachting,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,22,1,NO,1,3,NO,82800,20700,13800,48300,Jeep,Grand Cherokee,1,14
359,292,44,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,12,1,NO,1,0,YES,61700,6170,6170,49360,Saab,93,0,13
360,451,61,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,3,3,YES,2,1,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1,21
361,61,24,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,15,3,YES,2,1,NO,65520,9360,9360,46800,Toyota,Highlander,1,7
362,150,30,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,polo,own-child,0,0,Parked Car,Rear Collision,Trivial Damage,None,VA,Arlington,8,1,YES,0,2,NO,4500,450,450,3600,Saab,93,0,19
363,283,41,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,13,3,NO,0,2,NO,42700,0,6100,36600,Mercedes,ML350,1,7
364,291,46,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,polo,own-child,0,-55300,Parked Car,Rear Collision,Minor Damage,Police,SC,Hillsdale,8,1,NO,2,2,YES,5580,620,620,4340,Volkswagen,Passat,1,13
365,162,31,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,chess,wife,30700,0,Parked Car,Rear Collision,Minor Damage,None,NC,Arlington,7,1,NO,0,0,NO,3600,360,720,2520,BMW,X5,1,5
366,154,36,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,own-child,68500,0,Vehicle Theft,Rear Collision,Trivial Damage,None,SC,Northbrook,9,1,NO,2,0,NO,2800,280,280,2240,Volkswagen,Passat,0,3
367,289,47,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,hiking,own-child,73000,-37900,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,15,1,NO,1,0,YES,54000,6000,6000,42000,Toyota,Highlander,0,22
368,10,19,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,yachting,wife,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,5,1,NO,0,2,NO,48950,4450,8900,35600,Accura,TL,1,7
369,309,47,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,hiking,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,15,4,YES,0,1,NO,77800,15560,15560,46680,Dodge,RAM,0,16
370,396,57,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,exercise,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,22,3,YES,2,1,NO,52560,11680,5840,35040,Saab,93,0,23
371,273,41,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,16,2,NO,1,2,YES,44110,4010,8020,32080,Honda,Accord,0,3
372,129,30,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,7,1,NO,1,3,NO,74360,13520,6760,54080,Suburu,Forrestor,0,9
373,140,31,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,wife,59000,0,Parked Car,Rear Collision,Minor Damage,None,WV,Arlington,2,1,YES,1,2,NO,6120,680,680,4760,Honda,Civic,1,16
374,419,53,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,17,4,NO,0,0,YES,62280,5190,10380,46710,Suburu,Forrestor,0,6
375,315,44,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,12,3,NO,1,0,YES,26730,4860,4860,17010,Volkswagen,Jetta,0,12
376,72,29,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9,1,NO,1,0,NO,66200,6620,6620,52960,Dodge,Neon,0,5
377,32,26,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,16,1,NO,1,2,NO,45500,9100,4550,31850,Toyota,Corolla,0,9
378,230,41,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,19,3,NO,2,0,NO,53040,4420,4420,44200,Audi,A3,0,12
379,157,32,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,14,3,NO,1,2,NO,50800,10160,5080,35560,Mercedes,E400,1,5
380,265,41,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,18,3,NO,1,3,NO,44200,4420,4420,35360,Audi,A5,0,4
381,47,34,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,23,1,YES,1,3,NO,62920,11440,5720,45760,Chevrolet,Malibu,0,6
382,113,29,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,golf,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,15,3,NO,0,2,YES,49950,5550,5550,38850,Nissan,Ultima,1,14
383,289,46,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,18,1,YES,0,1,YES,56430,6270,6270,43890,BMW,3 Series,1,23
384,254,41,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,16,1,NO,2,2,YES,100210,18220,18220,63770,Audi,A5,0,4
385,115,30,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,12,3,NO,1,0,YES,49140,5460,5460,38220,Ford,F150,0,11
386,236,38,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,16,1,NO,0,1,NO,66840,16710,5570,44560,Mercedes,E400,0,4
387,7,21,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,wife,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,21,1,NO,1,2,NO,62460,6940,6940,48580,Honda,Accord,0,15
388,208,36,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,15,3,YES,0,1,NO,62810,11420,11420,39970,Nissan,Ultima,0,19
389,126,33,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,sleeping,own-child,36700,-73400,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,21,1,YES,1,2,NO,54160,6770,6770,40620,Suburu,Legacy,0,9
390,48,35,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,golf,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,1,1,YES,0,2,NO,48400,9680,4840,33880,Saab,92x,0,13
391,297,48,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,golf,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,17,3,NO,0,0,NO,51480,5720,5720,40040,Toyota,Highlander,0,5
392,160,36,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,board-games,husband,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5,3,NO,2,1,NO,51700,5170,10340,36190,Saab,95,0,15
393,406,58,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,video-games,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,15,3,NO,1,2,NO,65520,10920,5460,49140,Volkswagen,Jetta,0,9
394,157,31,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,reading,own-child,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,2,4,NO,2,2,NO,47700,4770,9540,33390,Accura,TL,1,7
395,146,31,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400,-57500,Vehicle Theft,Rear Collision,Minor Damage,None,SC,Northbend,3,1,YES,2,0,NO,5220,580,580,4060,Accura,MDX,0,3
396,409,57,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,19,1,NO,1,0,NO,73320,6110,12220,54990,Ford,Fusion,0,6
397,252,46,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,17,1,YES,0,2,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,0,15
398,6,27,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,unmarried,0,-47400,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Columbus,7,1,NO,0,1,YES,3190,580,290,2320,Saab,95,0,3
399,103,33,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,exercise,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,21,1,NO,1,0,YES,76920,12820,6410,57690,Chevrolet,Malibu,0,16
400,369,53,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,10,2,YES,1,3,NO,77990,7090,14180,56720,Jeep,Wrangler,0,6
401,261,46,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,base-jumping,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,11,1,YES,1,0,NO,59670,9180,9180,41310,Ford,Escape,0,10
402,159,33,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,skydiving,husband,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,23,3,YES,2,0,NO,44880,8160,4080,32640,Mercedes,C300,1,14
403,344,51,IN,100/300,2000,1398.46,0,MALE,Associate,sales,skydiving,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,14,1,NO,0,2,NO,82830,7530,15060,60240,Audi,A5,0,14
404,437,60,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,10,1,NO,1,3,NO,84480,7680,15360,61440,Chevrolet,Silverado,1,6
405,65,30,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,6,3,NO,2,3,NO,79800,15960,7980,55860,Honda,Civic,0,19
406,280,41,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,exercise,husband,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,10,3,NO,0,3,YES,53020,9640,9640,33740,Toyota,Corolla,0,19
407,269,45,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,5,3,NO,0,0,NO,24200,2200,4400,17600,Suburu,Forrestor,0,10
408,275,40,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,camping,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,17,1,NO,1,3,YES,43230,7860,7860,27510,Chevrolet,Silverado,0,17
409,265,45,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,None,NC,Springfield,3,1,NO,2,3,NO,3190,290,580,2320,Ford,Escape,0,23
410,283,43,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,polo,not-in-family,0,-50400,Parked Car,Rear Collision,Minor Damage,None,WV,Northbrook,9,1,NO,0,3,NO,5850,1300,650,3900,BMW,M5,0,12
411,84,29,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0,-29900,Parked Car,Rear Collision,Trivial Damage,Police,SC,Arlington,6,1,YES,2,0,YES,6820,620,1240,4960,BMW,3 Series,0,13
412,247,44,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,camping,not-in-family,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,22,3,NO,2,2,NO,69480,11580,11580,46320,Chevrolet,Tahoe,0,10
413,56,29,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,movies,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,10,3,NO,1,2,YES,94560,7880,15760,70920,Jeep,Grand Cherokee,0,23
414,210,39,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,paintball,unmarried,0,0,Vehicle Theft,Rear Collision,Minor Damage,None,NC,Riverwood,4,1,YES,1,2,NO,7800,780,780,6240,Dodge,RAM,0,21
415,108,32,OH,500/1000,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,23,1,NO,1,3,NO,61270,5570,11140,44560,Suburu,Legacy,0,19
416,328,49,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,bungie-jumping,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,19,1,NO,0,2,YES,71440,8930,8930,53580,Mercedes,ML350,0,13
417,186,37,OH,250/500,2000,1628.0,0,FEMALE,JD,priv-house-serv,exercise,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,22,1,YES,1,2,YES,55600,11120,5560,38920,Jeep,Grand Cherokee,0,9
418,277,44,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,board-games,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,NC,Riverwood,6,1,NO,1,3,NO,5000,1000,500,3500,Jeep,Wrangler,0,13
